Area_m2,YearBuilt,Furnished,Renovated,Location,PropertyType,HasBasement,ParkingSpaces,Bedrooms,Bathrooms,Condition,Price
97.5,2011.0,Yes,Yes,Zemun,Stan,Yes,0.0,2,1,Good,190100
80.4,2007.0,No,Yes,Novi Beograd,Kuca,Yes,0.0,3,1,Excellent,249600
110.7,2018.0,No,No,Vracar,Kuca,Yes,2.0,2,1,Good,308400
120.8,2007.0,Yes,No,Zemun,Stan,Yes,1.0,1,1,Excellent,277900
60.6,1984.0,No,Yes,Centar,Vila,No,0.0,2,1,Excellent,286000
44.8,1963.0,No,Yes,Zemun,Stan,Yes,2.0,2,1,Good,103800
20.0,1964.0,Yes,No,Predgradje,Stan,No,,3,2,Good,15100
121.1,1955.0,Yes,No,Centar,Stan,No,0.0,2,1,Good,298700
54.0,1965.0,No,Yes,Periferia,Stan,No,2.0,1,1,Good,78100
93.4,1995.0,No,No,Predgradje,Stan,No,0.0,4,3,Poor,92900
46.5,2012.0,No,No,Predgradje,Vila,No,2.0,3,2,Good,79500
103.5,1961.0,No,No,Predgradje,Stan,No,2.0,2,2,Poor,92000
47.5,1990.0,Yes,No,Vracar,Stan,Yes,0.0,1,2,Excellent,133900
35.2,1968.0,Yes,No,Predgradje,Stan,No,0.0,4,1,Excellent,55000
59.8,1951.0,Yes,Yes,Periferia,Kuca,No,0.0,1,2,Fair,84900
51.7,1969.0,No,Yes,Centar,Studio,Yes,0.0,3,2,Fair,98600
79.9,1958.0,No,No,Vracar,Stan,No,2.0,3,1,Good,186600
63.7,1970.0,Yes,No,Zemun,Stan,No,1.0,2,2,Good,122000
80.7,1957.0,No,No,Novi Beograd,Stan,No,0.0,4,2,Fair,131800
57.7,1988.0,,Yes,Zemun,Stan,No,1.0,1,1,Good,115700
48.4,1986.0,Yes,No,Zemun,Stan,Yes,0.0,4,1,Fair,75000
50.4,1978.0,No,No,Centar,Stan,Yes,0.0,3,1,Poor,96100
116.1,1984.0,No,No,Zemun,Stan,Yes,0.0,3,1,Poor,159400
70.6,1987.0,Yes,No,Periferia,Kuca,No,2.0,5,1,Fair,87800
20.0,,No,Yes,Vracar,Stan,No,0.0,3,1,Good,46400
52.0,2017.0,Yes,No,Centar,Vila,No,1.0,3,1,Excellent,249200
67.4,1952.0,Yes,No,Centar,Vila,No,0.0,2,3,Good,267900
111.1,1961.0,Yes,No,Novi Beograd,Kuca,Yes,1.0,4,2,Good,290600
90.7,1981.0,No,Yes,Predgradje,Stan,Yes,0.0,3,2,Fair,104500
42.0,1996.0,Yes,No,Novi Beograd,Stan,No,0.0,5,1,,80800
125.5,2012.0,No,Yes,Zemun,Stan,No,1.0,4,1,Fair,213600
64.2,1975.0,No,Yes,Novi Beograd,Kuca,No,1.0,2,2,Good,179200
96.2,1992.0,No,Yes,Novi Beograd,Stan,Yes,0.0,2,1,Excellent,265500
36.1,1993.0,No,Yes,Periferia,Studio,No,2.0,4,1,Fair,45500
20.0,1987.0,Yes,No,Zemun,Vila,No,1.0,3,2,Good,61400
29.8,1978.0,No,No,Centar,Stan,Yes,1.0,2,1,Poor,67800
20.0,2004.0,Yes,No,Vracar,Kuca,No,1.0,1,1,Good,66500
117.8,2001.0,No,Yes,Centar,Stan,No,2.0,2,3,Fair,278700
70.4,1968.0,No,Yes,Vracar,Stan,No,1.0,3,1,Good,167400
41.9,1984.0,No,No,Zemun,Stan,No,0.0,3,2,Fair,71900
76.3,1997.0,Yes,Yes,Centar,Stan,No,2.0,2,3,Good,215000
69.7,2009.0,No,Yes,Novi Beograd,Studio,Yes,2.0,1,1,Good,139100
80.5,1980.0,Yes,Yes,Novi Beograd,Stan,No,3.0,3,3,Fair,158100
95.2,1952.0,Yes,No,Predgradje,Stan,Yes,,4,1,Good,105400
57.8,1984.0,Yes,No,Predgradje,Kuca,No,1.0,2,3,Excellent,81500
43.0,2001.0,Yes,Yes,Centar,Kuca,No,1.0,4,1,Good,154100
85.7,2020.0,No,No,Periferia,Stan,Yes,1.0,2,3,Fair,108400
85.1,2000.0,No,No,Novi Beograd,Studio,No,3.0,4,2,Fair,151600
67.5,2005.0,Yes,No,Novi Beograd,Kuca,Yes,1.0,3,2,Excellent,208700
119.4,1970.0,No,Yes,Periferia,Stan,No,1.0,5,2,Good,165900
54.1,1950.0,Yes,No,Predgradje,Stan,No,0.0,3,1,Good,62500
42.5,2002.0,No,Yes,Predgradje,Stan,Yes,0.0,2,1,Fair,59400
75.5,,No,No,Zemun,Studio,Yes,0.0,4,1,Good,121400
48.1,2011.0,No,Yes,Novi Beograd,Kuca,No,0.0,3,1,Fair,123800
77.4,1996.0,Yes,No,Periferia,Studio,No,0.0,2,2,Excellent,106200
44.2,1999.0,No,No,Novi Beograd,Stan,No,0.0,1,2,Excellent,105500
55.0,1980.0,Yes,No,Zemun,Stan,No,1.0,2,1,Poor,71200
112.3,2013.0,No,No,Novi Beograd,Stan,No,1.0,3,1,Good,252400
54.9,1978.0,No,No,Zemun,Stan,No,,3,2,Fair,103300
45.0,,No,No,Novi Beograd,Kuca,Yes,1.0,3,1,Good,104900
94.3,2007.0,Yes,Yes,Centar,Studio,No,1.0,1,2,Excellent,251000
38.7,1972.0,No,No,Predgradje,Stan,No,0.0,2,1,,35800
47.7,1987.0,No,Yes,Centar,Stan,No,2.0,2,1,Fair,110400
79.4,1990.0,No,No,Vracar,Stan,No,0.0,2,2,Fair,171900
88.5,1964.0,No,No,Novi Beograd,Stan,No,3.0,5,1,Excellent,244400
95.5,1952.0,,No,Centar,Stan,No,1.0,4,1,Good,259000
46.3,1950.0,No,No,Centar,Stan,No,0.0,2,2,Good,126400
79.9,1960.0,Yes,Yes,Centar,Stan,No,1.0,3,1,Fair,193900
53.3,2009.0,No,No,Periferia,Stan,No,0.0,3,2,Fair,65300
49.9,2014.0,Yes,No,Novi Beograd,Stan,No,0.0,1,2,Excellent,140000
95.1,1953.0,No,No,Predgradje,Stan,Yes,0.0,5,2,Good,89900
51.3,1974.0,No,Yes,Zemun,Kuca,No,1.0,2,2,Good,116500
72.0,2021.0,Yes,No,Vracar,Stan,No,0.0,3,1,Good,179500
68.9,1992.0,No,No,Zemun,Vila,No,1.0,3,2,Good,190800
38.2,,No,No,Vracar,Stan,No,2.0,2,1,Fair,77900
89.2,1993.0,No,No,Periferia,Stan,Yes,1.0,2,2,Fair,121600
79.0,2021.0,,No,Novi Beograd,Stan,No,0.0,2,1,Good,169300
20.0,2008.0,Yes,No,Novi Beograd,Stan,No,0.0,2,1,Good,56200
71.9,1972.0,No,Yes,Periferia,Studio,No,0.0,2,2,Good,89500
45.7,2011.0,Yes,No,Predgradje,Stan,No,1.0,4,2,Excellent,74200
92.4,1972.0,No,No,Periferia,Vila,Yes,1.0,3,1,Good,183400
28.9,2007.0,Yes,Yes,Vracar,Studio,No,1.0,4,1,Poor,52800
56.1,2004.0,Yes,No,Periferia,Kuca,No,0.0,4,1,Excellent,99600
74.1,1982.0,,No,Vracar,Kuca,No,0.0,3,2,Good,206300
66.4,2012.0,Yes,Yes,Vracar,Kuca,No,2.0,2,1,Good,194200
84.1,2009.0,No,No,Novi Beograd,Stan,Yes,1.0,3,1,Good,187100
27.0,2010.0,No,No,Zemun,Kuca,Yes,3.0,2,1,Good,68200
106.3,2010.0,No,No,Centar,Stan,No,3.0,1,1,Fair,257400
78.1,2018.0,Yes,No,Novi Beograd,Stan,Yes,2.0,3,2,Good,177200
99.0,1970.0,No,Yes,Periferia,Stan,No,0.0,3,1,Excellent,159300
86.9,1952.0,Yes,Yes,Novi Beograd,Kuca,No,0.0,2,1,Good,204400
64.7,,No,No,Centar,Studio,No,0.0,2,3,Good,132100
32.9,1959.0,Yes,Yes,Centar,Stan,No,3.0,1,2,Fair,81900
50.9,1991.0,Yes,Yes,Predgradje,Studio,No,0.0,3,2,Poor,53300
104.7,2015.0,No,No,Vracar,Stan,No,1.0,5,2,Fair,236300
99.6,1995.0,No,No,Vracar,Stan,No,3.0,3,3,Fair,228300
49.5,1958.0,Yes,No,Periferia,Stan,Yes,2.0,4,1,Excellent,94600
20.0,1998.0,No,Yes,Periferia,Stan,Yes,1.0,2,1,Good,30900
59.7,1953.0,No,Yes,Novi Beograd,Stan,No,0.0,1,2,Good,140400
57.8,2009.0,Yes,No,Zemun,Kuca,No,0.0,3,3,Good,133800
58.8,1978.0,Yes,No,Periferia,Studio,Yes,1.0,2,1,,81700
78.2,1996.0,Yes,No,Zemun,Stan,No,3.0,2,1,Excellent,192600
86.9,2012.0,Yes,No,Centar,Stan,No,2.0,3,3,Good,232000
89.8,1980.0,Yes,No,Periferia,Studio,No,0.0,4,1,Fair,92200
76.1,2000.0,Yes,No,Vracar,Kuca,Yes,0.0,2,1,Good,194300
20.0,1990.0,No,Yes,Novi Beograd,Stan,Yes,1.0,5,1,Excellent,68100
56.5,1985.0,Yes,No,Vracar,Stan,No,1.0,3,1,Excellent,163500
122.6,1989.0,No,No,Centar,Studio,Yes,0.0,1,2,Poor,194100
74.4,2009.0,No,Yes,Centar,Kuca,No,1.0,3,1,Excellent,265500
74.2,1964.0,No,No,Periferia,Stan,No,3.0,4,2,Fair,100800
74.0,1979.0,No,Yes,Centar,Stan,No,3.0,3,1,Poor,136000
75.4,,Yes,No,Vracar,Studio,No,,3,2,Excellent,195500
20.0,1976.0,Yes,Yes,Vracar,Stan,No,1.0,3,1,Excellent,72000
59.0,1989.0,No,No,Centar,Vila,Yes,0.0,3,1,Good,224400
64.1,1994.0,Yes,No,Predgradje,Stan,Yes,1.0,2,3,Good,79600
97.0,1996.0,Yes,Yes,Novi Beograd,Studio,No,0.0,2,1,Excellent,224100
66.2,2005.0,No,No,Novi Beograd,Stan,No,0.0,2,2,Good,151700
23.8,2003.0,Yes,Yes,Novi Beograd,Stan,No,0.0,2,3,Excellent,88800
75.8,1958.0,No,No,Novi Beograd,Studio,No,1.0,4,1,Good,134600
44.9,2014.0,No,No,Centar,Stan,No,2.0,4,1,Excellent,157200
34.6,2019.0,No,No,Zemun,Kuca,Yes,3.0,2,1,Excellent,98900
44.1,1950.0,No,No,Predgradje,Stan,No,1.0,3,1,,36600
78.6,1962.0,Yes,No,Novi Beograd,Stan,Yes,1.0,2,2,Excellent,206900
96.5,,No,Yes,Zemun,Stan,No,0.0,3,1,Good,187300
77.1,1994.0,Yes,Yes,Zemun,Kuca,No,1.0,3,3,Good,168500
80.8,1989.0,No,No,Periferia,Stan,No,1.0,2,3,Good,113200
76.8,1964.0,Yes,No,Vracar,Stan,No,1.0,4,3,Poor,136200
67.5,1999.0,No,No,Novi Beograd,Stan,No,0.0,4,1,Good,145600
82.4,1951.0,No,Yes,Novi Beograd,Kuca,Yes,1.0,1,1,Excellent,259500
20.0,2002.0,Yes,Yes,Zemun,Kuca,No,0.0,3,1,Fair,47400
67.8,1975.0,Yes,No,Periferia,Stan,No,0.0,1,2,Good,85400
38.9,2015.0,Yes,Yes,Centar,Stan,No,1.0,1,1,Excellent,125800
94.1,1982.0,Yes,No,Novi Beograd,Vila,No,0.0,5,2,Good,313300
61.3,2008.0,Yes,No,Predgradje,Stan,Yes,1.0,3,2,Good,79400
65.8,1975.0,No,No,Periferia,Studio,No,1.0,2,2,Good,75700
27.4,,No,Yes,Predgradje,Studio,No,0.0,3,2,Good,26200
90.4,1998.0,No,No,Periferia,Studio,No,3.0,4,2,Good,123700
80.7,2020.0,No,Yes,Novi Beograd,Stan,Yes,2.0,4,1,Excellent,234200
78.9,2020.0,Yes,Yes,Zemun,Studio,Yes,0.0,1,1,Good,132800
44.7,2015.0,Yes,No,Zemun,Studio,No,1.0,4,1,Excellent,94300
45.7,1986.0,No,Yes,Centar,Kuca,No,1.0,4,2,Good,135700
70.6,1963.0,No,Yes,Vracar,Stan,Yes,2.0,3,1,Fair,158400
47.6,2021.0,Yes,Yes,Zemun,Stan,No,2.0,2,2,Good,97700
75.9,1956.0,Yes,No,Centar,Stan,No,0.0,1,2,Good,189100
20.0,1987.0,,No,Periferia,Kuca,No,1.0,2,1,Good,34200
52.8,1994.0,Yes,No,Zemun,Kuca,No,2.0,2,2,,88500
109.9,1971.0,Yes,No,Predgradje,Stan,No,0.0,4,1,Fair,110000
76.0,1993.0,No,Yes,Centar,Stan,Yes,0.0,4,1,Fair,186100
69.2,1984.0,No,Yes,Novi Beograd,Stan,No,0.0,2,2,Fair,147200
114.6,2009.0,Yes,Yes,Zemun,Kuca,No,0.0,3,3,Good,256700
20.0,1952.0,No,No,Novi Beograd,Vila,No,,3,2,Poor,51900
44.6,2016.0,Yes,Yes,Zemun,Stan,No,0.0,3,3,Good,91800
55.0,2021.0,No,No,Periferia,Stan,Yes,0.0,2,2,Fair,77700
86.5,,No,Yes,Centar,Stan,Yes,0.0,2,2,Fair,221100
86.9,1958.0,No,No,Vracar,Kuca,No,1.0,2,1,Good,229700
43.3,2018.0,Yes,No,Vracar,Kuca,Yes,3.0,1,1,Fair,122000
89.9,1977.0,Yes,No,Novi Beograd,Vila,No,2.0,1,1,Excellent,354100
54.9,1964.0,No,No,Predgradje,Stan,No,0.0,3,1,Poor,40100
95.3,1980.0,Yes,No,Periferia,Vila,No,,1,2,Good,208200
39.2,2008.0,Yes,Yes,Zemun,Stan,No,2.0,2,2,Excellent,96700
61.9,2003.0,Yes,Yes,Zemun,Kuca,No,,5,2,Good,156100
52.7,2017.0,No,No,Vracar,Stan,No,2.0,3,1,Fair,126600
91.4,1996.0,Yes,Yes,Predgradje,Studio,No,2.0,3,1,Good,97700
51.9,,No,Yes,Zemun,Kuca,No,0.0,2,1,Good,108200
63.9,1972.0,Yes,No,Zemun,Kuca,Yes,0.0,3,1,Excellent,163200
77.7,2014.0,Yes,Yes,Periferia,Studio,No,1.0,2,3,Excellent,131300
78.6,2003.0,No,No,Novi Beograd,Stan,No,0.0,3,2,Fair,164800
87.2,1960.0,Yes,No,Periferia,Stan,No,3.0,2,1,,152600
70.3,2012.0,No,No,Centar,Studio,No,1.0,3,2,Poor,119400
54.5,1971.0,No,No,Novi Beograd,Stan,No,3.0,5,2,Poor,97700
56.3,2003.0,No,No,Novi Beograd,Stan,No,2.0,2,2,Excellent,157800
65.6,1985.0,No,Yes,Predgradje,Stan,No,1.0,2,3,Fair,69500
71.2,2007.0,Yes,Yes,Periferia,Kuca,Yes,0.0,2,2,Poor,104100
61.3,1969.0,No,No,Zemun,Stan,Yes,0.0,3,3,Fair,103800
65.5,1965.0,No,No,Zemun,Stan,Yes,1.0,1,2,Good,127200
27.1,2005.0,Yes,Yes,Zemun,Stan,No,2.0,4,1,Good,54600
81.7,1999.0,Yes,No,Predgradje,Stan,No,3.0,2,1,Good,94100
69.5,2015.0,Yes,Yes,Vracar,Studio,No,0.0,2,1,Fair,132400
90.0,2023.0,Yes,Yes,Novi Beograd,Vila,No,0.0,3,2,,309300
65.0,1962.0,No,No,Centar,Kuca,No,0.0,3,2,,220200
21.5,1964.0,Yes,Yes,Periferia,Stan,No,0.0,5,2,Excellent,60800
56.0,2022.0,No,No,Zemun,Vila,Yes,2.0,2,1,Fair,139000
60.0,1976.0,Yes,No,Novi Beograd,Kuca,No,0.0,2,2,Excellent,187800
83.6,1957.0,Yes,Yes,Centar,Stan,No,1.0,2,2,Good,226000
20.0,2019.0,Yes,Yes,Periferia,Vila,Yes,1.0,4,1,Poor,55100
66.0,1999.0,Yes,Yes,Centar,Studio,No,0.0,3,1,Poor,113300
77.8,2016.0,No,Yes,Zemun,Kuca,No,1.0,4,2,Fair,159100
48.5,1975.0,No,No,Predgradje,Kuca,No,1.0,5,2,Good,71400
66.9,1985.0,Yes,No,Vracar,Stan,No,0.0,3,2,Fair,131800
49.3,1970.0,No,Yes,Novi Beograd,Stan,No,1.0,1,1,Good,103300
46.8,2001.0,No,No,Zemun,Kuca,No,0.0,2,1,Poor,68900
54.8,1960.0,No,No,Periferia,Stan,Yes,1.0,1,2,,93500
47.2,1957.0,No,Yes,Vracar,Stan,No,3.0,4,3,Fair,119600
82.1,2006.0,No,No,Predgradje,Studio,No,1.0,1,2,Excellent,109600
46.6,1995.0,No,No,Centar,Studio,No,1.0,3,2,Excellent,109500
42.4,1951.0,Yes,Yes,Vracar,Stan,Yes,1.0,1,2,Poor,73200
109.2,2013.0,Yes,No,Zemun,Studio,No,2.0,1,1,Good,173200
89.0,,No,No,Periferia,Studio,No,0.0,2,3,,83600
20.0,2014.0,No,Yes,Centar,Kuca,No,1.0,3,1,,87200
45.9,1960.0,No,No,Periferia,Stan,No,1.0,1,2,Good,48900
71.1,1955.0,No,No,Zemun,Stan,Yes,2.0,3,1,Poor,103100
73.1,2013.0,Yes,Yes,Novi Beograd,Stan,No,0.0,3,3,Fair,135500
27.7,2004.0,No,No,Centar,Stan,No,2.0,5,2,Good,83600
94.0,1993.0,No,Yes,Periferia,Stan,No,1.0,4,1,Excellent,161900
85.6,1963.0,No,No,Centar,Stan,No,1.0,3,1,Good,213800
77.0,1954.0,,Yes,Novi Beograd,Stan,No,1.0,3,1,Excellent,198900
98.9,1974.0,Yes,No,Novi Beograd,Vila,No,0.0,2,1,Good,319200
76.3,1999.0,Yes,No,Periferia,Stan,Yes,0.0,3,1,,88600
76.2,2022.0,No,No,Zemun,Kuca,No,0.0,2,2,Excellent,207300
103.9,2020.0,,Yes,Periferia,Kuca,No,0.0,2,2,,123100
92.5,1951.0,No,No,Novi Beograd,Stan,No,1.0,3,3,Excellent,236600
44.0,1959.0,,Yes,Zemun,Vila,No,1.0,2,1,Good,127900
80.8,1951.0,,No,Zemun,Kuca,No,0.0,2,1,,121000
48.4,2009.0,No,Yes,Periferia,Stan,No,1.0,2,1,Good,75600
77.6,1994.0,No,No,Predgradje,Studio,No,0.0,4,1,Excellent,83300
76.9,1957.0,No,Yes,Centar,Stan,No,0.0,2,2,Excellent,239100
30.4,2007.0,Yes,No,Zemun,Kuca,No,0.0,2,2,Fair,44700
62.0,1956.0,No,No,Centar,Stan,No,1.0,4,2,Fair,133000
71.6,,No,No,Vracar,Studio,No,0.0,1,1,Good,160100
54.1,1970.0,No,No,Novi Beograd,Stan,Yes,0.0,4,2,Good,110900
72.9,1996.0,No,No,Novi Beograd,Kuca,No,,4,3,Good,181400
85.1,1950.0,No,No,Novi Beograd,Stan,No,0.0,2,1,Fair,152000
64.2,,Yes,No,Zemun,Kuca,No,1.0,3,3,Excellent,158700
70.6,1997.0,Yes,No,Novi Beograd,Studio,No,0.0,5,1,Good,136900
99.6,1953.0,No,No,Zemun,Stan,No,2.0,3,1,Excellent,223600
76.8,1983.0,No,No,Vracar,Kuca,Yes,2.0,1,2,Good,216800
70.0,1981.0,No,No,Centar,Stan,No,3.0,4,2,Good,183600
41.0,1952.0,,Yes,Periferia,Studio,No,1.0,1,1,Excellent,72600
81.8,2017.0,No,No,Novi Beograd,Stan,No,1.0,2,1,Good,178800
73.3,2006.0,Yes,No,Vracar,Studio,Yes,2.0,4,2,Excellent,192700
97.1,1973.0,No,No,Zemun,Studio,No,1.0,2,2,Excellent,179100
66.2,,Yes,No,Novi Beograd,Stan,No,1.0,3,2,Good,155500
20.0,1952.0,No,No,Centar,Stan,No,1.0,2,1,Good,36900
22.5,,Yes,No,Novi Beograd,Stan,No,1.0,3,2,Poor,29600
83.4,1979.0,No,No,Predgradje,Studio,Yes,0.0,2,1,Poor,66200
50.7,2019.0,Yes,Yes,Zemun,Stan,No,2.0,2,2,Fair,113700
75.9,1998.0,No,Yes,Zemun,Kuca,No,3.0,2,2,Fair,152100
67.9,1979.0,No,No,Zemun,Studio,No,0.0,2,1,Fair,80700
60.8,2021.0,No,No,Centar,Stan,No,2.0,2,1,Fair,136900
62.6,1965.0,Yes,No,Vracar,Kuca,Yes,0.0,2,1,Good,178900
43.4,2002.0,Yes,Yes,Periferia,Stan,No,0.0,5,1,Good,58300
64.6,1955.0,,Yes,Centar,Stan,No,1.0,3,1,Poor,125300
50.4,1973.0,Yes,No,Novi Beograd,Studio,No,0.0,2,1,Poor,67300
800.0,1977.0,Yes,No,Novi Beograd,Stan,No,1.0,3,1,Good,118900
56.9,1970.0,,Yes,Vracar,Stan,No,0.0,5,2,Good,132700
59.3,1957.0,No,No,Predgradje,Studio,No,1.0,3,1,Good,58000
88.1,1985.0,Yes,Yes,Centar,Stan,No,1.0,3,1,Good,238400
61.8,1958.0,Yes,Yes,Vracar,Vila,No,2.0,2,3,Excellent,278700
90.6,1989.0,No,Yes,Centar,Vila,No,1.0,2,1,Good,352600
103.4,2000.0,No,No,Predgradje,Stan,No,0.0,2,1,Good,112100
86.4,1950.0,Yes,No,Centar,Stan,No,1.0,3,2,Excellent,263500
78.4,2012.0,Yes,Yes,Vracar,Kuca,No,2.0,2,1,Excellent,276300
73.2,2017.0,No,Yes,Zemun,Stan,No,,3,2,Good,131000
86.6,2023.0,Yes,No,Zemun,Stan,No,1.0,2,1,Good,168800
67.2,1975.0,No,No,Vracar,Kuca,Yes,1.0,2,1,Fair,161300
89.6,1989.0,No,Yes,Novi Beograd,Stan,Yes,1.0,2,3,,208800
80.4,1952.0,No,No,Novi Beograd,Studio,Yes,1.0,2,1,Excellent,168600
56.0,1958.0,No,Yes,Novi Beograd,Stan,No,2.0,1,1,Good,130400
87.4,1981.0,Yes,Yes,Novi Beograd,Stan,Yes,0.0,2,1,Excellent,240800
67.3,2016.0,Yes,No,Vracar,Stan,No,3.0,3,1,Good,166600
62.3,1953.0,No,No,Novi Beograd,Vila,Yes,0.0,3,1,Excellent,237300
53.1,1955.0,No,No,Novi Beograd,Kuca,No,1.0,2,1,Good,123600
69.2,2022.0,Yes,No,Zemun,Studio,Yes,,3,2,Poor,93100
89.9,1975.0,Yes,No,Predgradje,Stan,No,,3,2,Good,118000
87.2,1951.0,Yes,No,Zemun,Stan,No,1.0,3,2,Fair,127800
73.8,2015.0,Yes,Yes,Centar,Stan,No,0.0,1,2,Poor,152200
80.0,1952.0,,Yes,Centar,Stan,No,3.0,2,2,Excellent,252100
96.8,1984.0,No,No,Predgradje,Kuca,No,1.0,2,3,Fair,106500
61.3,2008.0,Yes,No,Novi Beograd,Kuca,Yes,1.0,3,1,Good,151500
37.1,1987.0,Yes,Yes,Centar,Stan,Yes,1.0,3,3,Fair,99000
97.5,1982.0,Yes,No,Zemun,Vila,Yes,0.0,3,1,Fair,233400
51.8,1964.0,Yes,Yes,Zemun,Stan,Yes,1.0,2,2,Excellent,126800
47.7,2023.0,Yes,No,Zemun,Vila,Yes,0.0,2,2,Good,129600
20.1,,Yes,Yes,Novi Beograd,Stan,No,1.0,1,2,Good,47900
79.3,2015.0,Yes,No,Centar,Stan,Yes,2.0,2,1,Good,208300
24.5,1994.0,No,Yes,Predgradje,Stan,No,0.0,2,2,Good,40900
46.2,1997.0,No,No,Novi Beograd,Stan,No,1.0,2,1,Excellent,134800
79.7,1993.0,Yes,Yes,Zemun,Kuca,No,0.0,3,3,Good,173000
83.0,,No,No,Zemun,Stan,Yes,0.0,2,3,Good,145300
48.7,1978.0,No,No,Zemun,Stan,No,1.0,3,1,Excellent,119700
61.6,1983.0,No,Yes,Novi Beograd,Kuca,No,0.0,3,1,Fair,141000
43.2,2008.0,No,Yes,Novi Beograd,Kuca,No,1.0,3,1,Good,120400
51.3,1992.0,No,Yes,Zemun,Studio,No,0.0,4,1,Excellent,100400
71.7,1982.0,No,No,Periferia,Stan,No,3.0,1,2,Good,99900
52.5,1968.0,Yes,No,Predgradje,Kuca,Yes,,1,2,Excellent,78900
58.9,1957.0,No,Yes,Centar,Kuca,Yes,0.0,3,1,Good,160000
28.4,1980.0,No,No,Centar,Stan,Yes,0.0,2,2,Excellent,102400
93.3,1960.0,No,No,Predgradje,Stan,No,0.0,5,2,,122400
77.8,1957.0,,Yes,Zemun,Stan,Yes,0.0,2,1,Fair,128300
84.8,1974.0,Yes,No,Periferia,Stan,Yes,1.0,2,1,Fair,116500
97.3,1969.0,No,No,Novi Beograd,Stan,No,2.0,3,2,Good,208900
44.4,1987.0,Yes,No,Zemun,Stan,Yes,0.0,2,1,Good,88300
56.0,1956.0,,Yes,Zemun,Kuca,No,1.0,2,1,Fair,99500
20.0,1988.0,No,Yes,Zemun,Kuca,No,1.0,4,1,Poor,37400
143.5,2023.0,No,Yes,Vracar,Vila,Yes,1.0,1,2,Fair,472800
61.3,2021.0,No,No,Centar,Kuca,Yes,0.0,3,1,Excellent,224400
91.0,1969.0,Yes,No,Zemun,Stan,No,3.0,2,2,Good,168400
34.0,1960.0,No,Yes,Novi Beograd,Studio,No,1.0,2,2,Good,71200
89.9,1965.0,Yes,Yes,Vracar,Studio,No,3.0,2,1,Fair,165400
111.4,1991.0,No,Yes,Predgradje,Stan,No,0.0,1,2,Good,116500
63.5,2001.0,Yes,No,Novi Beograd,Kuca,No,,1,1,Fair,142900
39.7,1986.0,Yes,Yes,Periferia,Vila,No,1.0,5,2,Fair,84800
61.5,2001.0,No,No,Centar,Kuca,No,1.0,3,3,Excellent,217800
20.0,1958.0,No,No,Zemun,Vila,No,0.0,3,1,Excellent,57000
64.1,1984.0,Yes,No,Predgradje,Stan,Yes,3.0,1,2,Fair,81500
85.5,2016.0,No,No,Centar,Stan,No,2.0,1,1,Poor,179900
64.1,1956.0,No,Yes,Centar,Stan,No,0.0,3,1,Fair,144600
57.9,1951.0,Yes,No,Vracar,Kuca,Yes,1.0,3,1,Good,164600
78.2,1974.0,No,No,Centar,Studio,No,0.0,2,2,Fair,142400
80.1,1990.0,Yes,No,Zemun,Vila,No,2.0,2,1,Fair,200800
23.5,2001.0,No,Yes,Predgradje,Stan,No,1.0,2,1,Fair,34600
67.2,,Yes,Yes,Vracar,Stan,No,0.0,2,2,Good,5000
125.9,1987.0,No,No,Novi Beograd,Studio,No,0.0,3,2,Good,238100
31.6,2016.0,Yes,No,Vracar,Kuca,No,0.0,2,3,Good,87000
62.9,1991.0,Yes,No,Zemun,Stan,No,0.0,2,1,Good,123400
113.5,2020.0,No,No,Centar,Stan,No,,3,2,Excellent,355900
92.6,2003.0,No,No,Zemun,Kuca,No,1.0,1,2,Excellent,241800
52.2,2016.0,No,Yes,Zemun,Studio,No,1.0,3,1,Fair,91900
70.2,2013.0,No,No,Zemun,Stan,No,1.0,4,2,Fair,138000
64.9,1953.0,No,No,Novi Beograd,Stan,Yes,1.0,1,1,Good,142600
46.3,1980.0,No,No,Zemun,Vila,No,0.0,3,2,Poor,82100
63.1,,Yes,No,Centar,Kuca,No,0.0,2,2,Good,182600
58.0,1976.0,Yes,No,Centar,Stan,No,1.0,1,2,Good,144300
67.8,2008.0,Yes,Yes,Periferia,Stan,No,1.0,3,2,Good,95200
46.3,2014.0,,No,Zemun,Kuca,No,0.0,3,2,Fair,101500
33.1,2013.0,Yes,Yes,Centar,Stan,Yes,0.0,3,1,Good,96800
64.0,1974.0,No,No,Novi Beograd,Stan,No,1.0,4,1,Excellent,156000
107.9,1986.0,Yes,No,Novi Beograd,Kuca,No,2.0,2,1,Fair,242400
67.1,2022.0,Yes,Yes,Novi Beograd,Stan,No,1.0,3,2,Good,179800
56.7,2020.0,Yes,No,Novi Beograd,Kuca,No,0.0,3,1,Poor,124500
83.9,1963.0,No,Yes,Centar,Stan,Yes,2.0,2,3,Poor,175300
61.0,1973.0,Yes,No,Vracar,Kuca,No,0.0,5,1,Good,173000
111.7,2016.0,No,Yes,Zemun,Stan,No,1.0,2,1,Fair,184000
64.9,,No,No,Zemun,Stan,No,0.0,3,3,Poor,83200
82.5,2014.0,No,No,Zemun,Stan,No,2.0,3,1,Fair,147100
46.1,1987.0,No,No,Centar,Vila,No,1.0,3,2,Good,190400
77.6,2019.0,No,No,Predgradje,Studio,No,1.0,1,1,Good,67400
71.9,2008.0,No,No,Periferia,Stan,No,1.0,2,1,Fair,90700
